EmployeeID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,PerformanceScore,CurrentEmployeeRating,SurveyDate,EngagementScore,SatisfactionScore,WorkLifeBalanceScore,TrainingDate,TrainingProgramName,TrainingType,TrainingOutcome,TrainingDuration_Days,TrainingCost,Age
3536,06 August 2022,Area Sales Manager,WBL,Active,Contract,Zone C,Temporary,Sales,General - Sga,02 January 1989,GA,Female,Black,Single,Fully Meets,2,09 October 2022,1,2,4,23 November 2022,Leadership Development,External,Passed,5,269.03,58
3537,28 May 2022,Area Sales Manager,NEL,Future Start,Contract,Zone C,Part-Time,Sales,Field Operations,11 July 1954,TX,Male,Hispanic,Married,Fully Meets,2,09 September 2022,4,2,5,06 February 2023,Leadership Development,Internal,Completed,4,853.77,59
3538,16 June 2019,Area Sales Manager,PL,Future Start,Part-Time,Zone C,Part-Time,Sales,Fielders,29 August 1959,TX,Male,Asian,Widowed,Fully Meets,2,20 April 2023,1,5,4,06 October 2022,Technical Skills,Internal,Failed,4,141.07,59
3539,08 December 2019,Area Sales Manager,BPC,Active,Full-Time,Zone C,Temporary,Sales,General - Con,27 November 1983,CO,Male,Hispanic,Single,Fully Meets,5,06 February 2023,3,3,4,17 March 2023,Project Management,External,Failed,4,234.77,28
3540,12 March 2020,Area Sales Manager,CCDR,Active,Full-Time,Zone B,Part-Time,Sales,Splicing,09 June 1983,CO,Male,White,Widowed,Exceeds,4,25 June 2023,2,2,3,26 October 2022,Communication Skills,External,Incomplete,2,903.46,68
3541,06 April 2020,Area Sales Manager,SVG,Active,Full-Time,Zone B,Full-Time,Sales,Field Operations,27 October 1991,IN,Male,Black,Married,Exceeds,2,28 November 2022,1,3,3,22 May 2023,Customer Service,External,Passed,4,380.3,64
3542,15 April 2023,Area Sales Manager,EW,Active,Contract,Zone A,Temporary,Sales,Field Operations,01 March 1948,IN,Male,White,Married,Needs Improvement,1,18 October 2022,2,3,4,22 August 2022,Project Management,Internal,Failed,4,511.42,73
3543,10 November 2020,Area Sales Manager,MSC,Active,Part-Time,Zone A,Temporary,Sales,General - Con,18 February 1981,CA,Female,Black,Single,Fully Meets,2,11 February 2023,4,5,5,21 May 2023,Communication Skills,External,Passed,4,171.03,25
3544,29 June 2023,Area Sales Manager,TNS,Active,Contract,Zone A,Temporary,Sales,Aerial,16 September 2000,CA,Male,Asian,Single,Fully Meets,2,14 September 2022,3,5,3,02 May 2023,Leadership Development,External,Passed,3,842.93,53
3545,07 March 2022,Area Sales Manager,EW,Active,Full-Time,Zone C,Temporary,IT/IS,Field Operations,28 January 1943,OR,Female,Black,Widowed,Fully Meets,1,27 May 2023,2,5,2,04 May 2023,Customer Service,External,Incomplete,5,581.12,58
3546,31 July 2021,Area Sales Manager,CCDR,Active,Full-Time,Zone B,Part-Time,Sales,General - Con,14 July 1980,ND,Male,Hispanic,Widowed,Exceeds,1,10 May 2023,2,5,5,21 November 2022,Project Management,External,Passed,4,426.45,57
3547,20 January 2022,Area Sales Manager,BPC,Active,Contract,Zone B,Full-Time,Sales,Project Management - Eng,25 March 1947,KY,Female,Other,Married,Needs Improvement,2,24 December 2022,2,4,2,24 April 2023,Technical Skills,External,Failed,4,805.05,49
3548,11 July 2021,Area Sales Manager,WBL,Active,Part-Time,Zone A,Full-Time,Sales,General - Con,25 January 1964,KY,Female,White,Single,Fully Meets,1,06 October 2022,5,5,3,16 August 2022,Leadership Development,External,Passed,3,368.8,24
3549,15 October 2018,Area Sales Manager,TNS,Active,Full-Time,Zone C,Full-Time,Sales,Field Operations,17 March 1955,GA,Female,Black,Divorced,Fully Meets,2,19 April 2023,1,4,1,02 November 2022,Communication Skills,External,Failed,5,788.67,45
3550,26 November 2021,Area Sales Manager,SVG,Future Start,Part-Time,Zone C,Temporary,Sales,Wireline Construction,26 March 1988,TX,Male,White,Divorced,Fully Meets,1,23 January 2023,3,5,4,09 April 2023,Project Management,Internal,Completed,4,363.11,75
3551,11 August 2018,Area Sales Manager,PYZ,Active,Part-Time,Zone C,Part-Time,Sales,Engineers,04 July 1954,TX,Male,Black,Married,Needs Improvement,4,03 June 2023,4,4,3,27 October 2022,Communication Skills,External,Incomplete,1,570.13,25
3552,16 February 2020,Area Sales Manager,PL,Active,Full-Time,Zone B,Full-Time,Sales,Field Operations,11 August 1942,CO,Male,White,Single,Needs Improvement,1,14 October 2022,3,4,2,26 November 2022,Leadership Development,External,Failed,4,480.87,37
3553,20 January 2020,Area Sales Manager,NEL,Active,Contract,Zone C,Temporary,Sales,Field Operations,07 May 1949,CO,Male,Black,Divorced,Fully Meets,4,30 October 2022,4,2,4,11 December 2022,Project Management,Internal,Incomplete,5,689.48,34
3554,31 March 2019,Area Sales Manager,MSC,Active,Part-Time,Zone C,Temporary,Sales,People Services,14 October 1958,IN,Male,Asian,Widowed,Fully Meets,1,07 June 2023,2,1,2,05 June 2023,Project Management,Internal,Completed,4,283.33,29
3555,06 January 2023,Area Sales Manager,EW,Active,Full-Time,Zone C,Temporary,Sales,General - Eng,11 January 1988,IN,Female,Hispanic,Widowed,Fully Meets,4,13 January 2023,2,5,1,04 March 2023,Leadership Development,External,Passed,4,566.12,62
3556,18 July 2019,Area Sales Manager,CCDR,Active,Full-Time,Zone B,Temporary,Sales,Wireline Construction,16 June 1961,CA,Male,White,Single,Exceeds,2,11 June 2023,2,2,3,11 February 2023,Customer Service,Internal,Incomplete,1,513.92,62
3557,13 February 2019,Area Sales Manager,BPC,Active,Part-Time,Zone C,Temporary,Sales,Field Operations,06 June 1960,MA,Male,Other,Single,Fully Meets,2,20 April 2023,4,5,2,04 February 2023,Project Management,External,Failed,1,210.38,75
3558,30 December 2018,Production Technician I,MSC,Active,Part-Time,Zone A,Part-Time,Production       ,Yard (Material Handling),04 June 1959,MA,Female,Black,Single,Fully Meets,1,05 October 2022,2,5,3,18 July 2023,Technical Skills,Internal,Completed,1,941.54,77
3559,06 November 2019,Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,18 November 1991,MA,Male,White,Single,Fully Meets,2,27 December 2022,3,2,1,30 November 2022,Project Management,External,Failed,2,959.81,77
3560,01 June 2022,Production Technician I,MSC,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,18 February 1954,MA,Female,Asian,Divorced,Exceeds,4,09 January 2023,2,4,5,22 May 2023,Technical Skills,External,Passed,1,738.92,52
3561,28 March 2023,Production Technician II,BPC,Active,Part-Time,Zone C,Temporary,Production       ,General - Con,31 January 1959,MA,Female,White,Married,Fully Meets,5,20 November 2022,2,1,5,07 September 2022,Technical Skills,External,Failed,5,445.04,63
3562,21 May 2019,Production Technician I,CCDR,Future Start,Contract,Zone B,Full-Time,Production       ,Shop (Fleet),09 April 1954,MA,Female,Other,Single,Exceeds,2,27 November 2022,2,1,3,02 January 2023,Project Management,External,Failed,3,808.05,33
3563,01 January 2019,Production Technician I,WBL,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,15 October 1946,MA,Male,Black,Widowed,PIP,4,31 January 2023,4,1,3,06 April 2023,Leadership Development,External,Passed,4,886.9,29
3564,26 January 2019,Production Technician II,SVG,Voluntarily Terminated,Full-Time,Zone C,Temporary,Production       ,Aerial,07 November 1994,MA,Female,White,Divorced,Fully Meets,1,12 March 2023,4,4,3,10 December 2022,Technical Skills,External,Incomplete,4,106.14,19
3565,11 September 2021,Production Technician I,WBL,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,10 May 1968,MA,Male,Other,Divorced,Fully Meets,4,29 September 2022,5,5,5,06 May 2023,Project Management,External,Passed,4,684.35,44
3566,26 September 2021,Production Technician II,PL,Active,Part-Time,Zone A,Part-Time,Production       ,Aerial,05 October 1963,MA,Male,Black,Single,Fully Meets,2,27 January 2023,1,2,3,05 September 2022,Communication Skills,Internal,Failed,2,578.81,47
3567,04 March 2023,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Production       ,General - Sga,02 September 1966,MA,Male,Asian,Widowed,Fully Meets,4,04 August 2023,2,3,2,09 June 2023,Customer Service,Internal,Completed,5,764.51,68
3568,11 July 2023,Production Technician I,EW,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Production       ,Field Operations,08 December 1974,MA,Male,Asian,Divorced,Fully Meets,2,07 February 2023,2,4,1,23 August 2022,Project Management,Internal,Incomplete,2,201.76,71
3569,09 February 2019,Production Technician I,MSC,Active,Part-Time,Zone B,Temporary,Production       ,Catv,19 July 1995,MA,Female,Hispanic,Divorced,Fully Meets,2,24 December 2022,1,3,5,09 November 2022,Technical Skills,External,Incomplete,4,730.04,50
3570,19 April 2019,Production Technician II,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Production       ,Fielders,23 November 1974,MA,Female,Asian,Married,Fully Meets,1,02 January 2023,2,5,3,29 March 2023,Project Management,External,Failed,2,796.88,68
3571,07 July 2022,Production Technician I,NEL,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Production       ,Field Operations,29 August 1947,MA,Female,White,Widowed,Fully Meets,4,23 November 2022,4,1,5,04 August 2023,Project Management,External,Completed,3,834.44,37
3572,12 March 2019,Production Technician I,WBL,Active,Contract,Zone A,Part-Time,Production       ,Fielders,07 June 1994,MA,Male,White,Single,Fully Meets,5,05 December 2022,5,5,5,19 May 2023,Leadership Development,Internal,Failed,5,569.17,68
3573,09 March 2020,Production Technician I,NEL,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,26 October 1983,MA,Female,Asian,Divorced,Exceeds,4,31 December 2022,4,1,1,06 October 2022,Customer Service,Internal,Completed,4,386.07,70
3574,18 May 2021,Production Technician I,WBL,Future Start,Contract,Zone B,Full-Time,Production       ,Underground,06 May 1951,MA,Female,Hispanic,Widowed,Fully Meets,1,07 July 2023,3,3,3,05 September 2022,Customer Service,Internal,Completed,1,309.56,73
3575,28 April 2021,Production Technician I,MSC,Voluntarily Terminated,Part-Time,Zone A,Temporary,Production       ,Field Operations,05 March 1987,MA,Male,Hispanic,Single,Exceeds,5,26 June 2023,5,1,5,12 December 2022,Technical Skills,Internal,Incomplete,3,583.21,56
3576,21 July 2021,Production Technician II,PL,Active,Full-Time,Zone B,Full-Time,Production       ,Engineers,26 April 1992,MA,Female,Asian,Single,Exceeds,4,23 March 2023,2,3,3,02 February 2023,Project Management,External,Completed,5,398.65,27
3577,15 September 2019,Production Technician I,BPC,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,30 May 1957,MA,Male,White,Widowed,Fully Meets,4,14 August 2022,5,4,5,26 January 2023,Communication Skills,Internal,Passed,5,931.46,41
3578,04 May 2019,Production Technician I,WBL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,30 May 1957,MA,Male,Hispanic,Married,Exceeds,2,14 October 2022,1,4,2,01 December 2022,Project Management,External,Completed,5,115.06,71
3579,20 May 2021,Production Technician II,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,15 November 1946,MA,Female,Asian,Widowed,Needs Improvement,4,27 April 2023,5,3,3,27 April 2023,Communication Skills,External,Failed,2,199.82,76
3580,16 December 2019,Production Technician I,PYZ,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,21 April 1942,MA,Male,Other,Married,Fully Meets,4,21 October 2022,2,4,3,04 November 2022,Communication Skills,Internal,Failed,5,940.2,54
3581,20 November 2020,Production Technician I,SVG,Active,Full-Time,Zone A,Part-Time,Production       ,Wireline Construction,08 March 1943,MA,Male,Other,Divorced,Fully Meets,2,29 August 2022,3,4,4,29 January 2023,Communication Skills,External,Completed,1,122.07,43
3582,19 August 2020,Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Yard (Material Handling),09 August 1968,MA,Male,Asian,Widowed,Fully Meets,4,17 September 2022,2,2,5,09 September 2022,Communication Skills,Internal,Completed,4,875.02,40
3583,28 April 2021,Production Technician I,WBL,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,20 November 1958,MA,Female,White,Married,Needs Improvement,4,05 July 2023,4,1,4,18 March 2023,Communication Skills,Internal,Incomplete,4,116.4,28
3584,14 August 2020,Production Technician I,BPC,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,07 November 1987,MA,Female,Other,Married,Fully Meets,4,28 May 2023,2,2,5,15 December 2022,Technical Skills,External,Passed,5,341.78,45
3585,22 December 2021,Production Technician I,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Yard (Material Handling),16 July 1992,MA,Female,Black,Divorced,Fully Meets,4,12 January 2023,1,2,3,14 February 2023,Communication Skills,Internal,Completed,4,107.48,69
3586,01 February 2019,Production Technician I,EW,Active,Part-Time,Zone B,Full-Time,Production       ,People Services,27 December 2000,MA,Female,Hispanic,Single,Fully Meets,2,31 January 2023,4,2,4,30 September 2022,Communication Skills,External,Completed,1,502.7,38
3587,10 May 2021,Production Technician I,MSC,Active,Full-Time,Zone B,Temporary,Production       ,General - Eng,25 December 1977,MA,Male,Other,Divorced,Fully Meets,2,24 May 2023,1,2,2,22 March 2023,Leadership Development,External,Completed,5,570.04,46
3588,25 June 2019,Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Shop (Fleet),08 March 1972,MA,Male,Black,Widowed,Fully Meets,2,10 May 2023,4,2,1,23 March 2023,Communication Skills,External,Passed,1,538.83,47
3589,25 April 2019,Production Technician I,PL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,02 August 1951,MA,Male,White,Single,Fully Meets,1,18 September 2022,2,3,2,07 January 2023,Communication Skills,Internal,Incomplete,4,881.8,41
3590,25 February 2021,Production Technician I,PYZ,Future Start,Part-Time,Zone C,Full-Time,Production       ,Field Operations,31 May 1995,MA,Male,Asian,Widowed,Fully Meets,4,06 December 2022,2,5,4,02 April 2023,Leadership Development,External,Completed,1,274.33,62
3591,23 November 2021,Production Technician I,SVG,Future Start,Contract,Zone B,Part-Time,Production       ,Field Operations,14 November 1998,MA,Female,White,Married,Needs Improvement,5,27 July 2023,2,1,4,01 March 2023,Customer Service,Internal,Failed,1,247.01,79
3592,05 October 2021,Production Technician I,TNS,Future Start,Contract,Zone B,Full-Time,Production       ,Field Operations,23 December 1998,MA,Male,Other,Single,Fully Meets,3,15 November 2022,4,1,2,30 January 2023,Leadership Development,External,Incomplete,1,734.68,39
3593,30 May 2020,Production Technician I,WBL,Active,Contract,Zone A,Full-Time,Production       ,General - Con,11 November 1949,MA,Male,Asian,Married,Fully Meets,1,07 October 2022,4,4,3,15 June 2023,Project Management,Internal,Incomplete,3,258.07,29
3594,11 December 2018,Production Technician I,PYZ,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,14 March 1968,MA,Male,Black,Married,Needs Improvement,1,23 January 2023,1,5,1,05 May 2023,Leadership Development,Internal,Passed,5,472.64,21
3595,22 September 2020,Production Technician I,WBL,Active,Contract,Zone A,Temporary,Production       ,Engineers,02 March 1952,MA,Male,Other,Divorced,Fully Meets,1,19 January 2023,2,3,1,21 February 2023,Technical Skills,External,Passed,2,252.88,25
3596,28 July 2019,Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Splicing,19 July 1982,MA,Male,Other,Single,Needs Improvement,2,19 October 2022,4,3,4,14 December 2022,Technical Skills,Internal,Incomplete,2,289.68,61
3597,06 June 2020,Production Technician II,PYZ,Future Start,Contract,Zone C,Part-Time,Production       ,General - Con,31 October 1986,MA,Female,Black,Single,Fully Meets,1,27 October 2022,5,4,4,03 March 2023,Technical Skills,External,Incomplete,4,505.59,24
3598,28 September 2018,Production Technician II,SVG,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Production       ,Project Management - Eng,06 October 1950,MA,Female,Other,Married,Needs Improvement,1,01 July 2023,2,5,4,11 October 2022,Technical Skills,Internal,Passed,3,373.87,46
3599,12 April 2020,Production Technician II,TNS,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,31 March 1950,MA,Female,White,Divorced,Fully Meets,2,02 March 2023,4,4,2,02 March 2023,Leadership Development,Internal,Completed,5,918.86,28
3600,01 November 2022,Production Technician II,WBL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,07 October 1949,MA,Female,White,Single,Fully Meets,2,04 July 2023,2,1,4,01 November 2022,Leadership Development,Internal,Passed,4,299.7,52
3601,21 November 2022,Production Technician II,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,Wireline Construction,22 July 1966,MA,Female,White,Married,Fully Meets,5,01 September 2022,1,1,2,03 January 2023,Project Management,External,Completed,1,865.58,74
3602,11 April 2021,Production Technician II,CCDR,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Production       ,Engineers,12 October 1994,MA,Female,Hispanic,Married,Fully Meets,5,04 August 2023,3,3,3,09 April 2023,Technical Skills,External,Incomplete,1,632.59,39
3603,29 November 2018,Production Technician II,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Production       ,Field Operations,15 February 1977,MA,Female,White,Married,Fully Meets,2,08 October 2022,5,1,3,02 October 2022,Technical Skills,External,Incomplete,3,680.48,54
3604,16 January 2019,Production Technician II,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,09 March 1948,MA,Female,Hispanic,Divorced,Needs Improvement,4,15 December 2022,3,5,4,23 March 2023,Project Management,External,Failed,3,287.71,75
3605,18 September 2019,Production Technician I,CCDR,Active,Contract,Zone C,Temporary,Production       ,Engineers,25 August 1943,MA,Male,Other,Divorced,Fully Meets,4,09 July 2023,5,1,3,17 November 2022,Communication Skills,External,Passed,2,102.92,77
3606,01 August 2019,Production Technician I,SVG,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Production       ,Billable Consultants,13 March 1965,MA,Male,Other,Divorced,Fully Meets,3,27 March 2023,3,5,1,31 October 2022,Project Management,Internal,Passed,2,255.6,35
3607,18 June 2019,Production Technician I,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,03 August 1976,MA,Male,Other,Married,Fully Meets,5,18 July 2023,2,4,1,04 May 2023,Customer Service,External,Passed,4,321.91,61
3608,13 February 2019,Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,06 July 1979,MA,Male,Other,Married,Fully Meets,3,12 January 2023,1,3,1,14 March 2023,Project Management,External,Completed,3,834.12,42
3609,02 June 2021,Production Technician I,TNS,Active,Contract,Zone B,Full-Time,Production       ,Shop (Fleet),09 June 1993,MA,Female,Other,Widowed,Fully Meets,3,05 November 2022,2,2,4,23 September 2022,Customer Service,Internal,Passed,4,273.88,38
